,Unnamed: 0,team_code_x,season_x,game_id,game_date,player_id_x,jersey_num,pts,fga,fga3,fgm,fgm3,fta,ftm,ast,blk,stl,dreb,oreb,reb,pf,tf,tov,mins_played,player_id_AND_season,grade_level,division,first_name,last_name,jersey_no,height_in,season_y,class_desc,xml_name,school,conference,height_ft,conference_id,player_id_y,position,team_code_y
765,765,110.0,2014.0,110-732-2015-01-29,2015-01-29,1627191.0,5,7.0,6.0,1.0,2.0,0.0,4.0,3.0,2.0,0.0,3.0,5.0,1.0,6.0,2.0,0.0,0.0,32.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
766,766,110.0,2014.0,732-110-2015-01-04,2015-01-04,1627191.0,5,8.0,8.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,2.0,6.0,1.0,0.0,1.0,31.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
767,767,110.0,2014.0,334-110-2014-12-20,2014-12-20,1627191.0,5,9.0,14.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,6.0,3.0,9.0,3.0,0.0,1.0,35.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
768,768,110.0,2014.0,260-110-2015-03-27,2015-03-27,1627191.0,5,9.0,8.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,8.0,2.0,0.0,0.0,32.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
769,769,110.0,2014.0,110-756-2015-02-25,2015-02-25,1627191.0,5,9.0,6.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,7.0,1.0,0.0,4.0,30.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
770,770,110.0,2014.0,110-9-2015-03-21,2015-03-21,1627191.0,5,10.0,10.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,2.0,5.0,6.0,11.0,3.0,0.0,1.0,31.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
771,771,110.0,2014.0,29-110-2015-02-21,2015-02-21,1627191.0,5,10.0,8.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,4.0,5.0,0.0,2.0,29.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
772,772,110.0,2014.0,107-110-2015-02-07,2015-02-07,1627191.0,5,10.0,9.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,2.0,11.0,2.0,0.0,3.0,30.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
773,773,110.0,2014.0,110-99-2014-11-23,2014-11-23,1627191.0,5,10.0,11.0,1.0,5.0,0.0,2.0,0.0,3.0,2.0,3.0,4.0,7.0,11.0,2.0,0.0,0.0,33.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
774,774,110.0,2014.0,110-97-2014-12-03,2014-12-03,1627191.0,5,10.0,7.0,1.0,3.0,0.0,4.0,4.0,0.0,2.0,1.0,9.0,4.0,13.0,2.0,0.0,2.0,30.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
775,775,110.0,2014.0,528-110-2015-01-22,2015-01-22,1627191.0,5,10.0,10.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,6.0,5.0,11.0,5.0,0.0,2.0,34.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
776,776,110.0,2014.0,110-528-2015-02-11,2015-02-11,1627191.0,5,10.0,10.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,6.0,1.0,0.0,2.0,34.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
777,777,110.0,2014.0,110-457-2014-11-27,2014-11-27,1627191.0,5,11.0,6.0,2.0,3.0,1.0,7.0,4.0,1.0,1.0,0.0,4.0,2.0,6.0,4.0,0.0,1.0,23.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
778,778,110.0,2014.0,110-111-2014-12-10,2014-12-10,1627191.0,5,12.0,7.0,1.0,3.0,0.0,10.0,6.0,2.0,1.0,0.0,8.0,3.0,11.0,4.0,0.0,2.0,33.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
779,779,110.0,2014.0,657-110-2015-01-14,2015-01-14,1627191.0,5,12.0,11.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,3.0,10.0,4.0,0.0,0.0,28.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
780,780,110.0,2014.0,110-754-2015-03-01,2015-03-01,1627191.0,5,12.0,6.0,3.0,3.0,1.0,8.0,5.0,1.0,0.0,1.0,5.0,2.0,7.0,2.0,0.0,0.0,29.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
781,781,110.0,2014.0,110-483-2014-11-20,2014-11-20,1627191.0,5,12.0,11.0,0.0,6.0,0.0,1.0,0.0,2.0,2.0,1.0,9.0,5.0,14.0,1.0,0.0,1.0,30.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
782,782,110.0,2014.0,110-657-2015-03-04,2015-03-04,1627191.0,5,13.0,7.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,5.0,13.0,3.0,0.0,0.0,28.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
783,783,110.0,2014.0,9-110-2014-11-28,2014-11-28,1627191.0,5,13.0,7.0,0.0,3.0,0.0,7.0,7.0,3.0,2.0,0.0,5.0,3.0,8.0,1.0,0.0,1.0,32.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
784,784,110.0,2014.0,110-157-2015-01-31,2015-01-31,1627191.0,5,14.0,10.0,1.0,5.0,0.0,5.0,4.0,3.0,1.0,3.0,7.0,3.0,10.0,2.0,0.0,0.0,37.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
785,785,110.0,2014.0,110-260-2014-12-13,2014-12-13,1627191.0,5,14.0,10.0,2.0,6.0,1.0,3.0,1.0,4.0,0.0,2.0,1.0,7.0,8.0,5.0,0.0,3.0,36.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
786,786,110.0,2014.0,28-110-2015-02-18,2015-02-18,1627191.0,5,14.0,11.0,3.0,6.0,2.0,2.0,0.0,2.0,2.0,5.0,3.0,3.0,6.0,5.0,0.0,2.0,34.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
787,787,110.0,2014.0,529-110-2015-01-24,2015-01-24,1627191.0,5,15.0,9.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,5.0,0.0,1.0,27.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
788,788,110.0,2014.0,110-107-2015-01-11,2015-01-11,1627191.0,5,15.0,12.0,1.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,5.0,2.0,7.0,1.0,0.0,1.0,35.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
789,789,110.0,2014.0,110-522-2014-11-26,2014-11-26,1627191.0,5,16.0,15.0,2.0,6.0,0.0,9.0,4.0,0.0,3.0,1.0,8.0,7.0,15.0,4.0,0.0,3.0,33.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
790,790,110.0,2014.0,110-149-2014-11-16,2014-11-16,1627191.0,5,17.0,9.0,1.0,4.0,0.0,11.0,9.0,3.0,1.0,0.0,7.0,7.0,14.0,3.0,0.0,0.0,32.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
791,791,110.0,2014.0,110-529-2015-02-14,2015-02-14,1627191.0,5,18.0,11.0,3.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,3.0,11.0,4.0,0.0,1.0,29.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
792,792,110.0,2014.0,110-627-2014-12-07,2014-12-07,1627191.0,5,18.0,11.0,2.0,6.0,0.0,9.0,6.0,1.0,3.0,0.0,9.0,2.0,11.0,3.0,0.0,2.0,36.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
793,793,110.0,2014.0,110-440-2014-11-14,2014-11-14,1627191.0,5,20.0,7.0,3.0,4.0,1.0,17.0,11.0,3.0,1.0,1.0,4.0,5.0,9.0,2.0,0.0,2.0,29.0,1627191_AND_2014,1.0,1.0,Kevon,Looney,5.0,9.0,2014.0,Fr.,"LOONEY,KEVON",UCLA,Pac-12,6.0,905.0,1627191.0,F,110.0
794,794,392.0,2015.0,392-463-2016-03-11,2016-03-11,1746146.0,33,23.0,15.0,0.0,11.0,0.0,3.0,1.0,1.0,1.0,0.0,7.0,1.0,8.0,1.0,0.0,0.0,29.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
795,795,392.0,2015.0,392-539-2015-12-30,2015-12-30,1746146.0,33,39.0,15.0,0.0,10.0,0.0,25.0,19.0,0.0,2.0,1.0,4.0,8.0,12.0,3.0,0.0,3.0,32.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
796,796,392.0,2015.0,299-392-2015-11-24,2015-11-24,1746146.0,33,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
797,797,392.0,2015.0,392-649-2016-03-18,2016-03-18,1746146.0,33,4.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,5.0,4.0,0.0,3.0,22.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
798,798,392.0,2015.0,392-301-2016-03-03,2016-03-03,1746146.0,33,4.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,5.0,2.0,0.0,2.0,12.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
799,799,392.0,2015.0,328-392-2016-03-24,2016-03-24,1746146.0,33,5.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,21.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
800,800,392.0,2015.0,392-251-2015-11-17,2015-11-17,1746146.0,33,5.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,14.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
801,801,392.0,2015.0,416-392-2016-01-23,2016-01-23,1746146.0,33,6.0,3.0,0.0,1.0,0.0,4.0,4.0,1.0,3.0,0.0,3.0,3.0,6.0,3.0,1.0,1.0,25.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
802,802,392.0,2015.0,457-392-2015-12-01,2015-12-01,1746146.0,33,9.0,7.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,2.0,21.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
803,803,392.0,2015.0,392-312-2016-01-28,2016-01-28,1746146.0,33,9.0,6.0,0.0,3.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,21.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
804,804,392.0,2015.0,416-392-2016-03-12,2016-03-12,1746146.0,33,9.0,9.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,6.0,2.0,0.0,0.0,31.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
805,805,392.0,2015.0,392-796-2016-02-13,2016-02-13,1746146.0,33,10.0,6.0,0.0,5.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,29.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
806,806,392.0,2015.0,509-392-2016-01-02,2016-01-02,1746146.0,33,10.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,22.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
807,807,392.0,2015.0,572-392-2015-11-25,2015-11-25,1746146.0,33,10.0,6.0,0.0,3.0,0.0,6.0,4.0,0.0,3.0,1.0,4.0,1.0,5.0,5.0,0.0,3.0,18.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
808,808,392.0,2015.0,392-450-2015-11-13,2015-11-13,1746146.0,33,10.0,9.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,2.0,7.0,1.0,0.0,2.0,19.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
809,809,392.0,2015.0,518-392-2016-01-31,2016-01-31,1746146.0,33,10.0,11.0,0.0,3.0,0.0,5.0,4.0,1.0,1.0,0.0,6.0,2.0,8.0,0.0,0.0,2.0,23.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
810,810,392.0,2015.0,392-554-2015-12-19,2015-12-19,1746146.0,33,11.0,11.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,2.0,0.0,1.0,19.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
811,811,392.0,2015.0,796-392-2016-01-09,2016-01-09,1746146.0,33,11.0,5.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,1.0,23.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
812,812,392.0,2015.0,392-509-2016-01-19,2016-01-19,1746146.0,33,11.0,5.0,0.0,3.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,15.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
813,813,392.0,2015.0,306-392-2016-03-06,2016-03-06,1746146.0,33,12.0,9.0,0.0,5.0,0.0,4.0,2.0,2.0,1.0,0.0,3.0,4.0,7.0,3.0,0.0,1.0,27.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
814,814,392.0,2015.0,392-393-2015-12-12,2015-12-12,1746146.0,33,12.0,7.0,0.0,4.0,0.0,5.0,4.0,0.0,2.0,0.0,4.0,2.0,6.0,3.0,0.0,1.0,24.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
815,815,392.0,2015.0,392-576-2015-11-20,2015-11-20,1746146.0,33,12.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,5.0,2.0,0.0,2.0,19.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
816,816,392.0,2015.0,392-559-2016-02-06,2016-02-06,1746146.0,33,12.0,11.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,6.0,3.0,0.0,1.0,27.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
817,817,392.0,2015.0,392-418-2016-02-21,2016-02-21,1746146.0,33,13.0,11.0,0.0,5.0,0.0,4.0,3.0,2.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,2.0,25.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
818,818,392.0,2015.0,392-277-2016-03-20,2016-03-20,1746146.0,33,14.0,8.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,2.0,25.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
819,819,392.0,2015.0,392-70-2016-02-09,2016-02-09,1746146.0,33,14.0,7.0,0.0,4.0,0.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,16.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
820,820,392.0,2015.0,392-148-2015-11-28,2015-11-28,1746146.0,33,15.0,10.0,0.0,6.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,16.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
821,821,392.0,2015.0,392-587-2016-01-06,2016-01-06,1746146.0,33,15.0,10.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0,0.0,6.0,4.0,10.0,1.0,0.0,1.0,21.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
822,822,392.0,2015.0,392-518-2016-01-16,2016-01-16,1746146.0,33,15.0,8.0,0.0,5.0,0.0,6.0,5.0,1.0,1.0,0.0,5.0,1.0,6.0,2.0,0.0,1.0,21.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
823,823,392.0,2015.0,392-600-2015-12-04,2015-12-04,1746146.0,33,16.0,9.0,0.0,7.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,19.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
824,824,392.0,2015.0,392-388-2015-12-27,2015-12-27,1746146.0,33,16.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,7.0,2.0,0.0,1.0,25.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
825,825,392.0,2015.0,463-392-2016-02-03,2016-02-03,1746146.0,33,16.0,15.0,0.0,8.0,0.0,3.0,0.0,1.0,8.0,0.0,5.0,5.0,10.0,3.0,0.0,2.0,34.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
826,826,392.0,2015.0,164-392-2015-12-08,2015-12-08,1746146.0,33,16.0,16.0,0.0,6.0,0.0,5.0,4.0,1.0,1.0,0.0,3.0,6.0,9.0,2.0,0.0,1.0,22.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
827,827,392.0,2015.0,559-392-2016-02-27,2016-02-27,1746146.0,33,18.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,35.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
828,828,392.0,2015.0,418-392-2016-01-12,2016-01-12,1746146.0,33,22.0,13.0,0.0,7.0,0.0,9.0,8.0,0.0,1.0,0.0,7.0,4.0,11.0,2.0,0.0,3.0,28.0,1746146_AND_2015,1.0,1.0,Diamond,Stone,33.0,11.0,2015.0,Fr.,"STONE,DIAMOND",Maryland,Big Ten,6.0,827.0,1746146.0,C,392.0
829,829,529.0,2014.0,301-529-2014-12-13,2014-12-13,1625967.0,24,24.0,15.0,1.0,9.0,0.0,7.0,6.0,4.0,2.0,0.0,2.0,3.0,5.0,4.0,0.0,2.0,27.0,1625967_AND_2014,1.0,1.0,Dillon,Brooks,24.0,7.0,2014.0,Fr.,"BROOKS,DILLON",Oregon,Pac-12,6.0,905.0,1625967.0,F,529.0
830,830,529.0,2014.0,674-529-2015-03-01,2015-03-01,1625967.0,24,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,20.0,1625967_AND_2014,1.0,1.0,Dillon,Brooks,24.0,7.0,2014.0,Fr.,"BROOKS,DILLON",Oregon,Pac-12,6.0,905.0,1625967.0,F,529.0
831,831,529.0,2014.0,110-529-2015-02-14,2015-02-14,1625967.0,24,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,0.0,1.0,21.0,1625967_AND_2014,1.0,1.0,Dillon,Brooks,24.0,7.0,2014.0,Fr.,"BROOKS,DILLON",Oregon,Pac-12,6.0,905.0,1625967.0,F,529.0
832,832,529.0,2014.0,107-529-2015-02-25,2015-02-25,1625967.0,24,3.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,3.0,10.0,2.0,0.0,1.0,27.0,1625967_AND_2014,1.0,1.0,Dillon,Brooks,24.0,7.0,2014.0,Fr.,"BROOKS,DILLON",Oregon,Pac-12,6.0,905.0,1625967.0,F,529.0
833,833,529.0,2014.0,796-529-2015-03-22,2015-03-22,1625967.0,24,4.0,7.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,29.0,1625967_AND_2014,1.0,1.0,Dillon,Brooks,24.0,7.0,2014.0,Fr.,"BROOKS,DILLON",Oregon,Pac-12,6.0,905.0,1625967.0,F,529.0
834,834,529.0,2014.0,28-529-2015-01-30,2015-01-30,1625967.0,24,4.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,33.0,1625967_AND_2014,1.0,1.0,Dillon,Brooks,24.0,7.0,2014.0,Fr.,"BROOKS,DILLON",Oregon,Pac-12,6.0,905.0,1625967.0,F,529.0
